"sofifa_id","short_name","age","day_birthday","height_cm","weight_kg","nationality","club","overall","potential","value_eur","wage_eur","player_positions","weak_foot","skill_moves"
"210129","G. Lovrencsics","30","32387","177","79","Hungary","Hungary","71","71","0","0","RB","Right","4"
"210532","M. Abero","29","32972","184","81","Uruguay","Patronato","71","71","2000000","10000","LB","Left","2"
"210695","H. Aleesami","27","33450","183","81","Norway","Amiens SC","71","71","2100000","11000","LB","Left","3"
"211060","Elsinho","29","32842","180","78","Brazil","Shimizu S-Pulse","71","71","2000000","3000","RB","Right","3"
"211265","A. Rojas","33","31428","176","82","Argentina","AtlĂ©tico TucumĂˇn","71","71","1400000","9000","CM","Left","1"
"211327","M. Goicoechea","31","32229","186","82","Uruguay","Toulouse Football Club","71","71","1500000","13000","GK","Right","1"
"211903","B. Kololli","27","33739","184","82","Kosovo","FC ZĂĽrich","71","71","2500000","10000","LM","Right","3"
"212048","A. Chipciu","30","32646","177","73","Romania","Romania","71","71","0","0","RM","Right","3"
"212226","D. Nistor","31","32269","172","75","Romania","Dinamo BucureĹźti","71","71","2000000","7000","CM","Right","5"
"212519","R. Philippoteaux","31","32204","170","67","France","NĂ®mes Olympique","71","71","2100000","15000","LM","Right","3"
"212632","W. Dutoit","30","32404","181","76","France","KV Oostende","71","71","1600000","8000","GK","Right","1"
"213106","R. SigurjĂłnsson","29","33042","178","83","Iceland","Iceland","71","71","0","0","CM","Right","4"
"213113","M. Cabrera","33","31548","177","69","Uruguay","Deportivo Cali","71","71","1200000","2000","CDM","Right","1"
"213718","B. Acosta","32","31765","182","92","Costa Rica","SK Brann","71","71","1500000","5000","CB","Right","2"
"214006","Y. Candelo","27","33658","172","67","Colombia","AtlĂ©tico Nacional","71","71","2500000","4000","RM","Right","3"
"214146","E. Perlaza","30","32574","171","75","Colombia","Independiente MedellĂ­n","71","71","1900000","3000","RB","Right","2"
"214153","J. PĂ©rez","28","33320","178","72","Colombia","Millonarios FC","71","71","2400000","4000","ST","Right","3"
"214379","A. RodrĂ­guez","30","32602","181","80","Colombia","Minnesota United FC","71","71","2300000","6000","ST","Right","2"
"214515","M. Piedrahita","34","31211","175","79","Colombia","Junior FC","71","71","825000","3000","RB","Right","3"
"214603","F. DĂ­az","35","30517","169","69","Colombia","Alianza Petrolera","71","71","675000","2000","LB","Left","3"
"214668","L. Barrera","28","33291","179","79","Argentina","Clube Sport MarĂ­timo","71","71","2400000","8000","LM","Left","3"
"214685","P. Rubio","30","32616","174","74","Chile","CD Universidad de ConcepciĂłn","71","71","2300000","4000","ST","Right","3"
"214965","C. RiaĂ±o","30","32359","177","75","Argentina","Rosario Central","71","71","2300000","12000","ST","Right","3"
"215111","G. VerĂłn","29","32866","178","76","Argentina","Club AtlĂ©tico Aldosivi","71","71","2300000","9000","RM","Right","1"
"215309","L. Albertengo","28","33268","187","75","Argentina","Newell's Old Boys","71","71","2400000","14000","ST","Right","3"
"216302","E. GarcĂ­a","29","32870","168","67","Mexico","Pachuca","71","71","2000000","13000","LB","Right","3"
"216530","P. VelĂˇzquez","32","31848","190","85","Paraguay","Gimnasia y Esgrima La Plata","71","71","1900000","11000","ST","Left","3"
"216692","S. Torrico","39","29273","183","84","Argentina","San Lorenzo de Almagro","71","71","240000","6000","GK","Right","1"
"218747","C. Pinares","28","33381","176","73","Chile","Universidad CatĂłlica","71","71","2400000","9000","CAM","Left","1"
"219641","Cristian LĂłpez","30","32625","185","80","Spain","Angers SCO","71","71","2300000","16000","ST","Right","3"
"219751","Alex Soares","28","33298","177","69","Portugal","Moreirense FC","71","71","2400000","8000","CM","Right","3"
"222986","M. Morishige","32","31918","183","78","Japan","FC Tokyo","71","71","1500000","7000","CB","Right","2"
"223065","G. Toledo","29","32770","175","72","Argentina","AtlĂ©tico TucumĂˇn","71","71","2000000","9000","RB","Right","3"
"223136","Y. ErdoÄźan","26","33823","171","68","Turkey","KasimpaĹźa SK","71","71","2500000","10000","LM","Left","4"
"223575","Rafael Costa","28","33257","183","77","Brazil","Boavista FC","71","71","2400000","5000","CM","Left","3"
"224057","A. FarĂ­as","31","32136","178","73","Argentina","CD Palestino","71","71","1800000","3000","CDM","Right","4"
"224146","JesĂşs Imaz","28","33142","179","70","Spain","Jagiellonia BiaĹ‚ystok","71","71","2400000","7000","CAM","Right","4"
"224317","J. Cabrera","27","33681","167","63","Uruguay","Melbourne City FC","71","71","2500000","9000","RM","Right","1"
"224336","T. Romanczuk","27","33556","186","77","Poland","Jagiellonia BiaĹ‚ystok","71","71","2200000","7000","CDM","Left","2"
"224542","N. Leyes","29","32756","181","78","Argentina","CD Antofagasta","71","71","2000000","3000","CDM","Right","3"
"225145","R. Mphahlele","29","32905","185","80","South Africa","Kaizer Chiefs","71","71","2000000","1000","RB","Right","1"
"226419","F. Sambueza","30","32356","170","65","Argentina","Independiente Santa Fe","71","71","2200000","2000","RM","Right","2"
"227232","F. Sotoca","28","33171","187","77","France","Racing Club de Lens","71","71","2400000","8000","ST","Right","3"
"227537","H. Veerman","28","33295","201","90","Netherlands","FC St. Pauli","71","71","2400000","14000","ST","Right","2"
"228967","Edu Machado","29","32989","175","70","Portugal","Boavista FC","71","71","2000000","5000","RB","Right","3"
"229209","J. BenĂ­tez","27","33485","178","77","Argentina","Coquimbo Unido","71","71","2500000","3000","LW","Left","3"
"229694","Moon Seon Min","27","33764","172","68","Korea Republic","Jeonbuk Hyundai Motors","71","71","2500000","9000","LW","Right","1"
"230181","Heitor Gesse","35","30741","178","69","Brazil","Cruzeiro","71","71","675000","11000","LB","Left","2"
"230188","Alam AraĂşjo","27","33663","178","78","Brazil","GrĂŞmio","71","71","2100000","16000","LB","Left","3"
"230235","Alex das Freitas","31","32202","172","76","Brazil","CSA - AL","71","71","1800000","8000","CDM","Right","3"
"230263","Adeilson Gesser","27","33663","175","70","Brazil","Bahia","71","71","2500000","9000","CAM","Left","3"
"230266","Heltinho Melo","35","30741","174","68","Brazil","AtlĂ©tico Paranaense","71","71","1000000","7000","CAM","Right","3"
"230275","Emerson Avintes","27","33663","177","71","Brazil","Chapecoense","71","71","2500000","11000","CAM","Right","3"
"230292","Eltildo Bessa","35","30741","165","62","Brazil","Fortaleza","71","71","1100000","8000","ST","Left","1"
"230319","AndrĂ© Milazisco","35","30741","188","85","Brazil","AtlĂ©tico Paranaense","71","71","650000","5000","GK","Left","1"
"230332","Wiliam Santinho","35","30741","195","91","Brazil","Fluminense","71","71","650000","8000","GK","Right","1"
"230335","Wagner Orsinho","31","32202","176","69","Brazil","Fluminense","71","71","1700000","16000","LB","Left","2"
"230340","Luisinho Conradi","31","32202","174","78","Brazil","AtlĂ©tico Mineiro","71","71","1700000","19000","LB","Left","3"
"230358","Tramontinaldo","35","30741","175","71","Brazil","AtlĂ©tico Paranaense","71","71","675000","7000","RB","Right","3"
"230366","Silvosinho","35","30741","177","73","Brazil","Santos","71","71","675000","14000","RB","Right","1"
"230367","Tony Muttinho","35","30741","183","80","Brazil","Fortaleza","71","71","675000","6000","RB","Right","1"
"230383","Pombaxinho","35","30741","191","90","Brazil","GoiĂˇs","71","71","725000","6000","CB","Right","2"
"230387","Heitinho Zanon","35","30741","187","79","Brazil","Bahia","71","71","725000","6000","CB","Left","4"
"230400","Allison Sireo","31","32202","194","85","Brazil","CSA - AL","71","71","1800000","8000","CB","Right","2"
"230407","Miltisco Paulino","31","32202","180","77","Brazil","Santos","71","71","1800000","20000","CB","Right","2"
"230459","Tiago Pombeira","31","32202","173","65","Brazil","AtlĂ©tico Mineiro","71","71","2100000","21000","CAM","Left","3"
"230486","Paulolettinho","35","30741","181","80","Brazil","Fortaleza","71","71","1000000","7000","CAM","Right","1"
"230522","Nascimentardo","31","32202","170","66","Brazil","CearĂˇ Sporting Club","71","71","2100000","9000","CAM","Right","2"
"230531","Saberto Botelho","31","32202","182","77","Brazil","AtlĂ©tico Paranaense","71","71","1800000","9000","CDM","Right","2"
"232512","Y. Kashiwa","31","31986","168","62","Japan","Sanfrecce Hiroshima","71","71","2100000","9000","LM","Right","4"
"232608","H. Abe","29","32694","170","69","Japan","Kawasaki Frontale","71","71","2300000","7000","CAM","Right","1"
"232692","G. Acosta","30","32446","168","73","Argentina","AtlĂ©tico TucumĂˇn","71","71","2200000","9000","CM","Right","3"
"232695","F. Sbuttoni","30","32634","190","87","Argentina","Arsenal de SarandĂ­","71","71","1900000","7000","CB","Left","2"
"232860","K. Higashi","28","33074","178","72","Japan","FC Tokyo","71","71","2400000","8000","LM","Right","1"
"233871","JĂşnior Morais","32","31615","176","77","Brazil","GaziĹźehir Gaziantep F.K.","71","71","1500000","9000","LB","Left","3"
"233974","Nathael Silbeira","35","30741","188","83","Brazil","Cruzeiro","71","71","650000","8000","GK","Right","1"
"233977","Eduardo Fonseira","31","32202","191","87","Brazil","Botafogo","71","71","1500000","11000","GK","Right","1"
"234488","M. Rygaard","28","33232","179","73","Denmark","FC NordsjĂ¦lland","71","71","2400000","9000","CAM","Left","1"
"234514","O. El Hajjam","28","33288","181","73","Morocco","ESTAC Troyes","71","71","2000000","6000","RB","Right","2"
"234670","Jorge Fellipe","30","32443","195","88","Brazil","Damac FC","71","71","1900000","13000","CB","Left","2"
"234816","N. Gorosito","30","32372","186","79","Argentina","Albacete BP","71","71","1900000","6000","CB","Right","2"
"234873","M. PajaÄŤ","26","34100","185","69","Croatia","Cagliari","71","71","2500000","19000","LM","Left","1"
"234980","Y. Shakhov","28","33207","189","82","Ukraine","Lecce","71","71","2400000","12000","CM","Right","1"
"235317","J. Mosquera","29","33001","186","78","Colombia","Deportivo Cali","71","71","2300000","3000","LM","Left","3"
"235502","Luisinho","28","33307","176","67","Brazil","Al Faisaly","71","71","2400000","17000","LM","Right","1"
"235561","K. FortunĂ©","29","32726","182","80","France","ESTAC Troyes","71","71","2400000","7000","ST","Right","3"
"236071","JoĂŁo Bardinho","35","30741","177","71","Brazil","Botafogo","71","71","675000","9000","LB","Left","4"
"236164","Martin Cordeia","35","30741","181","76","Brazil","Internacional","71","71","1000000","12000","CAM","Right","3"
"236175","Marlion Rolim","27","33663","175","70","Brazil","Cruzeiro","71","71","2500000","18000","CAM","Right","3"
"236189","TĂşlio Sandoiro","35","30741","186","82","Brazil","CSA - AL","71","71","1100000","8000","ST","Right","4"
"236999","D. Guzman","29","32922","178","79","Costa Rica","Columbus Crew SC","71","71","2000000","6000","CDM","Right","3"
"244792","R. ProchĂˇzka","30","32581","182","77","Slovakia","Viktoria PlzeĹ","71","71","2000000","1000","CDM","Right","3"
"248023","L. Filip","28","33141","184","81","Romania","FCSB (Steaua)","71","71","2100000","10000","CDM","Right","4"
"246045","P. De la Vega","18","36929","177","70","Argentina","Club AtlĂ©tico LanĂşs","70","88","3700000","5000","RW","Right","3"
"237681","T. Kubo","18","37046","173","67","Japan","Real Madrid","70","87","3700000","21000","RM","Left","4"
"235842","A. Pinamonti","20","36299","188","72","Italy","Genoa","70","86","3900000","8000","ST","Right","3"
"236015","M. Gibbs-White","19","36552","178","70","England","Wolverhampton Wanderers","70","86","3800000","20000","CM","Right","2"
"239956","M. Boadu","18","36905","180","65","Netherlands","AZ Alkmaar","70","86","3700000","3000","ST","Right","3"
"240787","H. TraorĂ¨","19","36572","172","65","Ivory Coast","Sassuolo","70","86","3800000","14000","CAM","Right","3"
"241568","C. Ferreira","19","36415","175","69","Argentina","River Plate","70","86","3800000","7000","CM","Right","3"
"245149","J. Hurtado","19","36590","183","71","Venezuela","Boca Juniors","70","86","3800000","8000","ST","Right","4"
"246618","A. HloĹľek","16","37462","185","80","Czech Republic","Sparta Praha","70","86","3500000","1000","RW","Right","1"
"246791","M. Solomon","19","36365","170","62","Israel","Shakhtar Donetsk","70","86","3800000","1000","RM","Right","1"
"238581","R. Vargas","20","36012","174","68","Switzerland","FC Augsburg","70","85","3900000","10000","RM","Left","3"
"247181","G. Plata","18","36831","178","65","Ecuador","Sporting CP","70","85","3700000","3000","LW","Left","3"
"228946","M. Svanberg","20","36165","185","77","Sweden","Bologna","70","84","3900000","12000","CM","Right","3"
"233409","R. Gumny","21","35950","177","61","Poland","Lech PoznaĹ„","70","84","3600000","4000","RB","Right","2"
"235172","RĂşben Vinagre","20","36259","174","64","Portugal","Wolverhampton Wanderers","70","84","3600000","24000","LWB","Left","4"
"236522","E. Brignola","19","36349","168","71","Italy","Sassuolo","70","84","3800000","14000","CAM","Left","1"
"236624","A. Barkok","21","35936","188","75","Germany","Fortuna DĂĽsseldorf","70","84","3900000","12000","CM","Right","3"
"241637","A. TchouamĂ©ni","19","36552","185","80","France","FC Girondins de Bordeaux","70","84","3800000","9000","CM","Right","3"
"241947","F. Amuzu","19","36395","170","66","Belgium","RSC Anderlecht","70","84","3800000","7000","LW","Right","4"
"243580","I. Openda","19","36572","174","78","Belgium","Club Brugge KV","70","84","3800000","8000","ST","Right","3"
"246309","Miguel LuĂ­s","20","36218","178","73","Portugal","Sporting CP","70","84","3900000","5000","CM","Right","3"
"252038","RomĂˇrio BarĂł","19","36550","180","66","Portugal","FC Porto","70","84","3800000","4000","CAM","Right","4"
"226401","K. Dowell","21","35713","185","80","England","Derby County","70","83","3400000","12000","CAM","Left","3"
"234577","Diogo Costa","19","36422","187","81","Portugal","FC Porto","70","83","2700000","2000","GK","Right","1"
"237823","H. Abe","20","36188","171","65","Japan","FC Barcelona","70","83","3400000","44000","LM","Right","3"
"240683","L. Reis","19","36678","178","75","Netherlands","FC Barcelona","70","83","3100000","29000","CDM","Right","2"
"241629","RogĂ©rio","21","35808","178","70","Brazil","Sassuolo","70","83","3100000","16000","LB","Left","3"
"242997","L. Maina","20","36334","173","70","Germany","Hannover 96","70","83","3400000","12000","LM","Right","3"
"244238","J. Bijol","20","36196","190","85","Slovenia","PFC CSKA Moscow","70","83","3200000","1000","CDM","Right","3"
"245940","S. Wamangituka","19","36439","189","84","DR Congo","VfB Stuttgart","70","83","3400000","10000","ST","Right","3"
"228815","T. Roberts","20","36172","180","75","Wales","Leeds United","70","82","3200000","23000","CAM","Right","1"
"233476","B. Riveros","21","35829","178","68","Paraguay","FC Basel 1893","70","82","2900000","9000","LB","Left","3"
"235526","D. Geiger","21","35956","172","65","Germany","TSG 1899 Hoffenheim","70","82","3100000","13000","CM","Right","3"
"235863","M. Varnier","21","35954","186","82","Italy","Atalanta","70","82","2900000","16000","CB","Right","2"
"237000","R. Cannon","21","35957","180","75","United States","FC Dallas","70","82","2900000","3000","RB","Right","2"
"238196","A. SigurĂ°sson","20","36295","177","75","Iceland","PFC CSKA Moscow","70","82","3200000","1000","CF","Right","1"
"238232","Han Kwang Song","20","36049","178","70","Korea DPR","Cagliari","70","82","3200000","14000","ST","Right","3"
"242000","K. Mavropanos","21","35775","194","88","Greece","Arsenal","70","82","2900000","24000","CB","Right","2"
"242079","K. BistroviÄ‡","21","35894","183","75","Croatia","PFC CSKA Moscow","70","82","3000000","1000","CDM","Right","3"
"244280","A. Fein","20","36237","187","78","Germany","Hamburger SV","70","82","3100000","6000","CM","Right","4"
"244316","LuĂ­s Maximiano","20","36165","190","82","Portugal","Sporting CP","70","82","2600000","4000","GK","Right","1"
"244380","V. Mykolenko","20","36309","180","71","Ukraine","Dynamo Kyiv","70","82","2900000","1000","LB","Left","2"
"224103","E. Aguirre","22","35484","172","66","Mexico","Pachuca","70","81","3000000","10000","LM","Right","3"
"228828","Rodri TarĂ­n","22","35251","183","80","Spain","CD LeganĂ©s","70","81","2800000","12000","CB","Right","3"
"230800","R. Manaj","22","35485","182","76","Albania","Albacete BP","70","81","3100000","5000","ST","Right","3"
"231864","M. van Bergen","19","36399","170","62","Netherlands","SC Heerenveen","70","81","3000000","4000","RW","Right","3"
"232646","C. Bravo","22","35502","170","72","Argentina","Club AtlĂ©tico Banfield","70","81","2800000","7000","LB","Left","3"
"233230","K. Mac Allister","21","35741","175","72","Argentina","Boca Juniors","70","81","2800000","8000","LB","Right","2"
"233791","A. Maksimenko","21","35873","187","81","Russia","Spartak Moscow","70","81","2500000","1000","GK","Left","1"
"234383","M. Schubert","21","35958","186","83","Germany","FC Schalke 04","70","81","2500000","8000","GK","Right","1"
"234795","A. Bernede","20","36306","177","74","France","FC Red Bull Salzburg","70","81","3000000","14000","CM","Left","1"
"241489","Nolaskoain","20","36093","186","80","Spain","Deportivo de La CoruĂ±a","70","81","2800000","4000","CB","Right","1"
"241607","T. Belmonte","21","35942","178","68","Argentina","Club AtlĂ©tico LanĂşs","70","81","3000000","8000","CM","Right","4"
"241783","K. Parks","21","35648","191","81","United States","New York City FC","70","81","3000000","4000","CM","Right","3"
"242267","J. Campuzano","23","35185","175","75","Colombia","Boca Juniors","70","81","2800000","10000","CDM","Right","3"
"242663","S. Bornauw","20","36241","191","88","Belgium","1. FC KĂ¶ln","70","81","2800000","10000","CB","Right","2"
"251217","Jean Lucas","21","35968","181","78","Brazil","Olympique Lyonnais","70","81","3000000","23000","CM","Right","3"
"224494","R. Henry","21","35618","170","66","England","Brentford","70","80","2600000","15000","LWB","Left","2"
"225539","D. Solanke","21","35687","187","80","England","Bournemouth","70","80","2900000","25000","ST","Right","3"
"226260","A. Cistana","22","35521","177","78","Italy","Brescia","70","80","2600000","7000","CB","Right","2"
"227678","E. Konsa","21","35891","183","77","England","Aston Villa","70","80","2600000","18000","CB","Right","2"
"229991","Fran Villalba","21","35926","168","65","Spain","Birmingham City","70","80","2900000","7000","LM","Right","3"
"230686","J. Makengo","21","35958","177","75","France","Toulouse Football Club","70","80","2800000","11000","CM","Left","3"
"231685","R. Pierre-Gabriel","21","35959","177","80","France","1. FSV Mainz 05","70","80","2600000","10000","RB","Right","3"
"234640","B. Jatta","21","35952","184","79","Gambia","Hamburger SV","70","80","2900000","6000","LM","Right","1"
"234728","L. BĂ©nes","21","35682","181","72","Slovakia","Borussia MĂ¶nchengladbach","70","80","2900000","11000","CAM","Left","3"
"235849","M. Fofana","21","35816","186","75","Mali","FC Metz","70","80","2700000","7000","CDM","Right","3"
"236046","I. Zlobin","22","35496","191","84","Russia","SL Benfica","70","80","2300000","5000","GK","Right","1"
"236518","A. Nordin","21","35963","170","69","France","AS Saint-Ă‰tienne","70","80","2900000","12000","LM","Left","4"
"236817","H. MaĂŻga","23","35065","181","80","Ivory Coast","FC Metz","70","80","2600000","8000","CDM","Right","3"
"236836","O. Okwonkwo","21","35814","173","72","Nigeria","Montreal Impact","70","80","2900000","4000","RW","Right","1"
"237410","V. Kravets","21","35662","183","79","Ukraine","CD LeganĂ©s","70","80","2600000","10000","LB","Left","3"
"237595","M. Friedl","21","35870","187","71","Austria","SV Werder Bremen","70","80","2600000","10000","CB","Left","2"
"237994","N. Barrios","21","35922","156","58","Argentina","San Lorenzo de Almagro","70","80","2900000","8000","LM","Right","1"
"238069","G. Carrasco","22","35496","174","70","Argentina","Club AtlĂ©tico LanĂşs","70","80","2600000","8000","RB","Right","3"
"239441","Jordi Mboula","20","36235","183","74","Spain","KSV Cercle Brugge","70","80","2900000","7000","RW","Right","4"
"240671","Y. Ă‡etin","22","35431","189","85","Turkey","Roma","70","80","2600000","16000","CB","Right","2"
"242392","G. Magnani","23","34976","191","87","Italy","Brescia","70","80","2600000","7000","CB","Left","2"
"244624","Alex LĂłpez","22","35583","176","68","Spain","CD Lugo","70","80","2800000","5000","CM","Right","3"
"245368","G. YalĂ§Ä±n","20","36178","184","77","Turkey","BeĹźiktaĹź JK","70","80","2900000","25000","ST","Right","2"
"251763","L. Randjelovic","21","35647","177","68","Serbia","Olympiacos CFP","70","80","2900000","1000","LM","Right","3"
"217167","G. Sandoval","23","35008","170","65","Mexico","Guadalajara","70","79","2700000","17000","LM","Right","4"
"219091","J. Fuentes","24","34779","175","72","Chile","Estudiantes de La Plata","70","79","2500000","8000","CB","Right","3"
"219127","P. Galdames","22","35429","175","68","Chile","VĂ©lez Sarsfield","70","79","2700000","8000","CM","Right","3"
"220175","O. Kemen","22","35266","177","76","France","Chamois Niortais Football Club","70","79","2700000","4000","CM","Right","3"
"220876","F. Honorat","22","35288","180","70","France","AS Saint-Ă‰tienne","70","79","2700000","14000","RM","Right","4"
"221282","J. Stacey","23","35161","178","62","England","Bournemouth","70","79","2500000","24000","RB","Right","2"
"223357","W. Kaptoum","22","35253","170","72","Cameroon","Real Betis","70","79","2700000","11000","CM","Right","3"
"228777","G. Banguera","23","35048","187","80","Colombia","AtlĂ©tico Huila","70","79","2100000","1000","GK","Right","1"
"229528","M. Matvienko","23","35187","182","74","Ukraine","Shakhtar Donetsk","70","79","2500000","1000","CB","Left","1"
"230708","J. Worrall","22","35440","190","90","England","Nottingham Forest","70","79","2500000","18000","CB","Right","2"
"230774","J. Clarke-Salter","21","35695","188","70","England","Birmingham City","70","79","2500000","6000","CB","Left","2"
"232148","D. SallĂłi","22","35265","185","68","Hungary","Sporting Kansas City","70","79","2700000","5000","LW","Right","1"
"235183","C. Acevedo","23","35174","184","74","Mexico","Santos Laguna","70","79","2100000","7000","GK","Right","1"
"235407","S. Ă–zcan","21","35806","180","74","Germany","1. FC KĂ¶ln","70","79","2700000","11000","CM","Right","3"
"235834","F. Depaoli","22","35544","178","71","Italy","Sampdoria","70","79","2500000","14000","RB","Right","3"
"237844","A. Guliev","23","35122","169","63","Russia","Spartak Moscow","70","79","2700000","1000","CM","Right","4"
"238392","E. Owusu","21","35741","182","72","France","KAA Gent","70","79","2500000","8000","CDM","Right","3"
"239747","S. CĂłrdova","21","35651","188","87","Venezuela","FC Augsburg","70","79","2800000","11000","ST","Right","3"
"242270","N. Ĺ palek","22","35473","170","63","Slovakia","Brescia","70","79","2700000","7000","CAM","Right","4"
"243001","A. CicĂ˘ldÄu","21","35619","178","76","Romania","Universitatea Craiova","70","79","2700000","5000","CM","Right","3"
"243231","E. Mwepu","21","35796","184","77","Zambia","FC Red Bull Salzburg","70","79","2700000","14000","CM","Right","1"
"244206","N. PĂ©rez","19","36701","186","75","Argentina","FamalicĂŁo","70","79","2400000","3000","CB","Right","2"
"244377","T. BorevkoviÄ‡","22","35599","194","86","Croatia","Rio Ave FC","70","79","2500000","5000","CB","Right","2"
"252304","I. ZlatanoviÄ‡","21","35836","180","75","Serbia","CD Numancia","70","79","2800000","6000","ST","Right","3"
"213490","I. Brown","22","35437","182","70","England","Luton Town","70","78","2600000","9000","CAM","Right","3"
"213654","G. Kamara","23","35000","181","73","Finland","Rangers FC","70","78","2600000","23000","CM","Right","4"
"213697","P. McNair","24","34816","183","72","Northern Ireland","Middlesbrough","70","78","2400000","15000","CDM","Right","1"
"220915","G. Moncini","23","35181","183","75","Italy","SPAL","70","78","2700000","8000","ST","Right","3"
"222562","R. RĂşnarsson","24","34748","186","76","Iceland","Dijon FCO","70","78","2000000","5000","GK","Right","1"
"224265","J. Williams","22","35407","185","68","England","Wigan Athletic","70","78","2400000","8000","CDM","Right","2"
"224423","M. Wittek","23","34932","173","70","Germany","SpVgg Greuther FĂĽrth","70","78","2300000","5000","LB","Left","2"
"224836","V. MilinkoviÄ‡-SaviÄ‡","22","35481","202","92","Serbia","Standard de LiĂ¨ge","70","78","2000000","6000","GK","Right","1"
"225441","K. Palmer","22","35378","175","68","England","Bristol City","70","78","2600000","20000","CAM","Right","4"
"225931","M. Duelund","22","35610","180","70","Denmark","Dynamo Kyiv","70","78","2600000","1000","RW","Right","1"
"227174","M. Cash","21","35649","179","64","England","Nottingham Forest","70","78","2600000","17000","RM","Right","1"
"227186","A. Batalla","23","35185","185","87","Argentina","UniĂłn La Calera","70","78","2000000","1000","GK","Right","1"
"227600","J. Andersson","22","35380","177","71","Sweden","FC Midtjylland","70","78","2300000","10000","RWB","Right","4"
"228711","B. Mansilla","22","35536","180","79","Argentina","VitĂłria de SetĂşbal","70","78","2600000","4000","LW","Left","3"
"230717","T. Kadewere","23","35069","183","72","Zimbabwe","Le Havre AC","70","78","2700000","5000","ST","Right","3"
"231588","Joan Sastre","22","35550","174","75","Spain","RCD Mallorca","70","78","2300000","11000","RB","Right","3"
"232526","E. Cobbaut","21","35755","189","83","Belgium","RSC Anderlecht","70","78","2400000","7000","LB","Left","1"
"232709","D. Batallini","23","35240","174","74","Argentina","Argentinos Juniors","70","78","2600000","7000","RW","Left","1"
"233034","J. Andrada","24","34703","183","77","Argentina","Godoy Cruz","70","78","2400000","6000","CDM","Right","3"
"233290","R. Zhemaletdinov","22","35328","184","80","Russia","Lokomotiv Moscow","70","78","2600000","1000","RM","Right","1"
"233472","N. Sarenren Bazee","22","35298","182","70","Nigeria","FC Augsburg","70","78","2600000","12000","RM","Right","3"
"234679","P. Sandler","22","35471","190","82","Netherlands","RSC Anderlecht","70","78","2400000","9000","CB","Right","2"
"234837","Benny","22","35434","177","69","Portugal","Os Belenenses","70","78","2600000","4000","CAM","Right","3"
"235036","W. Faes","21","35888","187","82","Belgium","KV Oostende","70","78","2400000","6000","CB","Right","3"
"236301","Koke Vegas","23","34969","188","88","Spain","Deportivo de La CoruĂ±a","70","78","2000000","4000","GK","Right","1"
"237122","T. Guidara","23","35137","173","68","Argentina","VĂ©lez Sarsfield","70","78","2300000","7000","RB","Right","3"
"237256","J. Ebobisse","22","35474","183","79","United States","Portland Timbers","70","78","2700000","5000","ST","Left","4"
"237257","J. Yueill","22","35507","178","71","United States","San Jose Earthquakes","70","78","2600000","4000","CM","Right","2"
"238180","C. Spinelli","22","35451","180","82","Argentina","Gimnasia y Esgrima La Plata","70","78","2700000","8000","ST","Right","3"
"238225","Olabe","23","35190","178","70","Spain","Albacete BP","70","78","2600000","5000","RM","Left","1"
"239363","K. Dabila","22","35431","183","80","Ivory Coast","KSV Cercle Brugge","70","78","2400000","7000","CB","Right","3"
"240043","F. ManojloviÄ‡","23","35180","197","82","Serbia","Getafe CF","70","78","2000000","8000","GK","Right","1"
"240131","Gabrielzinho","23","35153","171","64","Brazil","Rio Ave FC","70","78","2600000","6000","RW","Right","3"
"241070","N. MaraĹˇ","23","35052","189","79","Serbia","UD AlmerĂ­a","70","78","2400000","4000","CB","Right","2"
"241923","Vagner","23","35074","169","67","Cape Verde","AS Nancy Lorraine","70","78","2600000","4000","LW","Right","1"
"244264","A. Gojak","22","35474","184","78","Bosnia Herzegovina","Dinamo Zagreb","70","78","2600000","1000","CM","Right","4"
"246242","B. Dia","22","35385","180","75","France","Stade de Reims","70","78","2700000","15000","ST","Right","3"
"247076","C. Oliva","23","35217","178","77","Uruguay","Cagliari","70","78","2600000","15000","CM","Right","2"
"193794","Villalibre","21","35703","184","87","Spain","Athletic Club de Bilbao","70","77","2600000","10000","ST","Left","3"
"212710","Joel Pereira","23","35244","188","70","Portugal","Heart of Midlothian","70","77","1900000","3000","GK","Right","1"
"212747","T. MartĂ­nez","24","34765","172","66","Argentina","Houston Dynamo","70","77","2500000","4000","CAM","Left","2"
"214025","C. Higuita","25","34346","175","80","Colombia","Orlando City SC","70","77","2300000","4000","CDM","Right","3"
"214874","M. Bolados","23","35122","168","72","Chile","Colo-Colo","70","77","2500000","5000","RW","Right","3"
"215213","A. Werner","23","35123","191","85","Argentina","AtlĂ©tico de San Luis","70","77","1900000","5000","GK","Right","1"
"219952","L. Henderson","23","35180","183","78","Scotland","Hellas Verona","70","77","2500000","8000","CM","Right","3"
"220386","IvĂˇn RodrĂ­guez","23","35185","180","70","Spain","MĂˇlaga CF","70","77","2200000","5000","RB","Right","3"
"222513","R. Aarons","23","35019","178","76","England","Newcastle United","70","77","2500000","18000","LM","Left","3"
"222951","M. RodĂˇk","22","35412","195","85","Slovakia","Fulham","70","77","1900000","14000","GK","Right","1"
"224841","K. Diks","22","35344","185","70","Netherlands","Empoli","70","77","2200000","3000","RB","Right","3"
"225147","C. Roberts","23","34965","175","71","Wales","Swansea City","70","77","2200000","12000","RB","Right","4"
